"numforgame","rowforgame","inning","id","Base1","Base2","Base3","out","away","home","Player","direction","result","follow.up","log"
"220","133","9下","第八棒","NA","NA","NA","二出局","義大(8)","(2)桃猿","代打陳金鋒","左","刺殺封殺","0","2.第八棒代打陳金鋒:游擊方向滾地球，SS接球後傳一壘將打者刺殺，二出局"
"220","134","9下","第九棒","NA","NA","NA","三出局","義大(8)","(2)桃猿","黃浩然","左","刺殺封殺","0","3.第九棒C黃浩然:游擊方向滾地球，SS接球後傳一壘將打者刺殺，三出局，比賽結束"
"220","135","9下","","NA","NA","NA","三出局","義大(8)","(2)桃猿","最終比數","","","0","最終比數:義大(8):(2)桃猿"
"221","1","1上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","1上"
"221","2","1上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","桃猿先發投手:蔡璟豪"
"221","3","1上","第一棒","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","張正偉","右","二壘安打","0","1.第一棒張正偉:右外野方向二壘安打"
"221","4","1上","第二棒","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","王勝偉","","保送","0","2.第二棒王勝偉:觸身球保送，分占一、二壘"
"221","5","1上","第三棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","張志豪","內","雙殺","0","3.第三棒張志豪:內野高彈跳，2B先傳二壘再傳一壘，雙殺，二出局，跑者上三壘"
"221","6","1上","第四棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","彭政閔","內","刺殺","0","4.第四棒彭政閔:內野高彈跳，3B傳一壘刺殺，三出局兄弟(0):(0)桃猿"
"221","7","1下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","1下"
"221","8","1下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","兄弟先發投手:寇迪"
"221","9","1下","第一棒","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","詹智堯","中","一壘安打","0","1.第一棒詹智堯:中間方向一壘安打"
"221","10","1下","第二棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","余德龍","內","刺殺","0","2.第二棒余德龍:內野滾地球，C傳向一壘刺殺，一出局，跑者上二壘"
"221","11","1下","第三棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","林智勝","右","接殺","0","3.第三棒林智勝:外野飛球，RF接殺，二出局，跑者上三壘"
"221","12","1下","第四棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","林泓育","","三振","0","4.第四棒林泓育:揮棒落空，三振，三出局兄弟(0):(0)桃猿"
"221","13","2上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","2上"
"221","14","2上","第五棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","周思齊","","三振","0","1.第五棒周思齊:揮棒落空，三振，一出局"
"221","15","2上","第六棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","黃仕豪","內","刺殺","0","2.第六棒黃仕豪:內野滾地球，三壘傳向一壘刺殺，二出局"
"221","16","2上","第七棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","許基宏","","保送","0","3.第七棒許基宏:四壞球保送"
"221","17","2上","第八棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","黃鈞聲","內","刺殺","0","4.第八棒黃鈞聲:內野高彈跳，3B傳向二壘刺殺，三出局兄弟(0):(0)桃猿"
"221","18","2下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","2下"
"221","19","2下","第五棒","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","鍾承佑","左","一壘安打","0","1.第五棒鍾承佑:游擊方向一壘安打"
"221","20","2下","第六棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","陳冠任","內","雙殺","0","2.第六棒陳冠任:內野滾地球，2B先傳二壘再傳一壘，雙殺，二出局"
"221","21","2下","第七棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","郭修延","","三振","0","3.第七棒郭修延:揮棒落空，三振，三出局兄弟(0):(0)桃猿"
"221","22","3上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","3上"
"221","23","3上","第九棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","陳偉漢","","三振","0","1.第九棒陳偉漢:出棒過半，三振，一出局"
"221","24","3上","第一棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","張正偉","左","接殺","0","2.第一棒張正偉:外野飛球，LF接殺，二出局"
"221","25","3上","第二棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","王勝偉","","一壘安打","0","3.第二棒王勝偉:三壘方向一壘安打"
"221","26","3上","第三棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","張志豪","左","接殺","0","4.第三棒張志豪:外野飛球，LF接殺，三出局兄弟(0):(0)桃猿"
"221","27","3下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","3下"
"221","28","3下","第八棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","葉竹軒","","三振","0","1.第八棒葉竹軒:揮棒落空，三振，一出局"
"221","29","3下","第九棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","黃浩然","","三振","0","2.第九棒黃浩然:揮棒落空，三振，二出局"
"221","30","3下","第一棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","詹智堯","內","刺殺","0","3.第一棒詹智堯:內野滾地球，2B傳向一壘刺殺，三出局兄弟(0):(0)桃猿"
"221","31","4上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","4上"
"221","32","4上","第四棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","彭政閔","右","接殺","0","1.第四棒彭政閔:外野飛球，RF接殺，一出局"
"221","33","4上","第五棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","周思齊","","保送","0","2.第五棒周思齊:四壞球保送"
"221","34","4上","第六棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","黃仕豪","左","二壘安打","0","3.第六棒黃仕豪:中左外野方向深遠二壘安打，分占二、三壘"
"221","35","4上","第七棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","許基宏","內","夾殺","0","4.第七棒許基宏:內野滾地球，2B傳給C夾殺三壘跑者，二出局，分占一、三壘"
"221","36","4上","第八棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","黃鈞聲","","三振","0","5.第八棒黃鈞聲:揮棒落空，三振，三出局兄弟(0):(0)桃猿"
"221","37","4下","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","0","4下"
"221","38","4下","第二棒","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","余德龍","","保送","0","1.第二棒余德龍:四壞球保送"
"221","39","4下","第三棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","林智勝","內","雙殺","0","2.第三棒林智勝:內野滾地球，3B先傳二壘再傳一壘，雙殺，二出局"
"221","40","4下","第四棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","林泓育","","保送","0","3.第四棒林泓育:四壞球保送"
"221","41","4下","第五棒","NA","NA","NA","三出局","兄弟(0)","(0)桃猿","鍾承佑","","三振","0","4.第五棒鍾承佑:揮棒落空，三振，三出局兄弟(0):(0)桃猿"
"221","42","5上","","NA","NA","NA","零出局","兄弟(0)","(0)桃猿","","","","4","5上"
"221","43","5上","第九棒","NA","NA","NA","一出局","兄弟(0)","(0)桃猿","陳偉漢","","三振","4","1.第九棒陳偉漢:揮棒落空，三振，一出局"
"221","44","5上","第一棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","張正偉","","三振","4","2.第一棒張正偉:揮棒落空，三振，二出局"
"221","45","5上","第二棒","NA","NA","NA","二出局","兄弟(0)","(0)桃猿","王勝偉","","一壘安打盜壘","4","3.第二棒王勝偉:二壘方向一壘安打一壘跑者盜壘成功，攻占二壘"
"221","46","5上","第三棒","NA","NA","NA","二出局","兄弟(1)","(0)桃猿","張志豪","中","二壘安打","4","4.第三棒張志豪:中外野方向深遠二壘安打，1分打點兄弟(1):(0)桃猿"
"221","47","5上","第四棒","NA","NA","NA","二出局","兄弟(1)","(0)桃猿","彭政閔","","保送","4","5.第四棒彭政閔:四壞球保送"
"221","48","5上","第五棒","NA","NA","NA","二出局","兄弟(3)","(0)桃猿","周思齊","右","二壘安打","4","6.第五棒周思齊:右外野方向深遠二壘安打，2分打點，趁傳上到了三壘兄弟(3):(0)桃猿桃猿更換投手:洪聖欽"
"221","49","5上","第六棒","NA","NA","NA","二出局","兄弟(3)","(0)桃猿","黃仕豪","","保送","4","7.第六棒黃仕豪:觸身球保送，分占一、三壘"
"221","50","5上","第七棒","NA","NA","NA","二出局","兄弟(4)","(0)桃猿","許基宏","","","4","8.第七棒許基宏:一壘方向滾地安打，1分打點，分占一、三壘兄弟(4):(0)桃猿"
"221","51","5上","第八棒","NA","NA","NA","三出局","兄弟(4)","(0)桃猿","黃鈞聲","內","接殺","4","9.第八棒黃鈞聲:內野飛球，SS接殺，三出局兄弟(4):(0)桃猿"
"221","52","5下","","NA","NA","NA","零出局","兄弟(4)","(0)桃猿","","","","0","5下"
"221","53","5下","第六棒","NA","NA","NA","一出局","兄弟(4)","(0)桃猿","陳冠任","內","接殺","0","1.第六棒陳冠任:內野飛球，SS接殺，一出局"
"221","54","5下","第七棒","NA","NA","NA","二出局","兄弟(4)","(0)桃猿","郭修延","","三振","0","2.第七棒郭修延:揮棒落空，三振，二出局"
"221","55","5下","第八棒","NA","NA","NA","三出局","兄弟(4)","(0)桃猿","葉竹軒","內","刺殺","0","3.第八棒葉竹軒:內野滾地球，投手接球傳向一壘刺殺，三出局兄弟(4):(0)桃猿"
"221","56","6上","","NA","NA","NA","零出局","兄弟(4)","(0)桃猿","","","","0","6上"
"221","57","6上","第九棒","NA","NA","NA","一出局","兄弟(4)","(0)桃猿","陳偉漢","","三振","0","1.第九棒陳偉漢:揮棒落空，三振，一出局"
"221","58","6上","第一棒","NA","NA","NA","一出局","兄弟(4)","(0)桃猿","張正偉","","一壘安打","0","2.第一棒張正偉:左野外方向一壘安打"
"221","59","6上","第二棒","NA","NA","NA","二出局","兄弟(4)","(0)桃猿","王勝偉","右","接殺盜壘","0","3.第二棒王勝偉:外野飛球，RF接殺，二出局一壘跑者盜壘成功，攻占二壘"
"221","60","6上","第三棒","NA","NA","NA","三出局","兄弟(4)","(0)桃猿","張志豪","內","刺殺","0","4.第三棒張志豪:內野滾地球，2B傳向一壘刺殺，三出局兄弟(4):(0)桃猿"
"221","61","6下","","NA","NA","NA","零出局","兄弟(4)","(0)桃猿","","","","1","6下"
"221","62","6下","第九棒","NA","NA","NA","一出局","兄弟(4)","(0)桃猿","黃浩然","左","接殺","1","1.第九棒黃浩然:外野飛球，LF接殺，一出局"
"221","63","6下","第一棒","NA","NA","NA","一出局","兄弟(4)","(0)桃猿","詹智堯","中","一壘安打","1","2.第一棒詹智堯:中間方向一壘安打"
"221","64","6下","第二棒","NA","NA","NA","一出局","兄弟(4)","(0)桃猿","余德龍","內","失誤","1","3.第二棒余德龍:內野滾地球，投手接球傳向二壘，形成SS接球失誤，跑者分占一、二壘"
"221","65","6下","第三棒","NA","NA","NA","一出局","兄弟(4)","(1)桃猿","林智勝","中","一壘安打","1","4.第三棒林智勝:中間方向一壘安打，1分打點，分占一、三壘兄弟(4):(1)桃猿"
"221","66","6下","第四棒","NA","NA","NA","三出局","兄弟(4)","(1)桃猿","林泓育","內","雙殺","1","5.第四棒林泓育:內野滾地球，3B傳向二壘再傳一壘，雙殺，三出局兄弟(4):(1)桃猿"
"221","67","7上","","NA","NA","NA","零出局","兄弟(4)","(1)桃猿","","","","0","7上"
"221","68","7上","","NA","NA","NA","零出局","兄弟(4)","(1)桃猿","","左","","0","桃猿更換守備:投手，許銘傑；2B，翁克堯；LF，陳金鋒"
"221","69","7上","第四棒","NA","NA","NA","一出局","兄弟(4)","(1)桃猿","彭政閔","中","接殺","0","1.第四棒彭政閔:外野飛球，CF接殺，一出局"
"221","70","7上","第五棒","NA","NA","NA","二出局","兄弟(4)","(1)桃猿","周思齊","","三振","0","2.第五棒周思齊:揮棒落空，三振，二出局"
"221","71","7上","第六棒","NA","NA","NA","三出局","兄弟(4)","(1)桃猿","黃仕豪","內","刺殺","0","3.第六棒黃仕豪:內野滾地球，投手接球傳向一壘刺殺，三出局兄弟(4):(1)桃猿"
"221","72","7下","","NA","NA","NA","零出局","兄弟(4)","(1)桃猿","","","","1","7下"
"221","73","7下","第五棒","NA","NA","NA","一出局","兄弟(4)","(1)桃猿","鍾承佑","","三振","1","1.第五棒鍾承佑:三振，一出局"
"221","74","7下","第六棒","NA","NA","NA","一出局","兄弟(4)","(1)桃猿","陳金鋒","左","一壘安打","1","2.第六棒陳金鋒:游擊方向一壘安打"
"221","75","7下","第七棒","NA","NA","NA","一出局","兄弟(4)","(1)桃猿","石志偉","右","一壘安打","1","3.第七棒石志偉:右外野方向一壘安打，攻占一、二壘兄弟更換投手:謝榮豪"
"221","76","7下","第八棒","NA","NA","NA","一出局","兄弟(4)","(2)桃猿","翁克堯","右","一壘安打","1","4.第八棒翁克堯:中右外野方向一壘安打，1分打點，跑者攻占一、三壘兄弟(4):(2)桃猿"
"221","77","7下","第九棒","NA","NA","NA","二出局","兄弟(4)","(2)桃猿","黃浩然","","三振盜壘","1","5.第九棒黃浩然:揮棒落空，三振，二出局，一壘跑者盜壘成功"
"221","78","7下","第一棒","NA","NA","NA","三出局","兄弟(4)","(2)桃猿","詹智堯","","三振","1","6.第一棒詹智堯:揮棒落空，三振，三出局兄弟(4):(2)桃猿"
"221","79","8上","","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","","","","0","8上"
"221","80","8上","","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","","","","0","桃猿更換守備:(3)B，石志偉；SS，余德龍"
"221","81","8上","第七棒","NA","NA","NA","一出局","兄弟(4)","(2)桃猿","許基宏","","三振","0","1.第七棒許基宏:揮棒落空，三振，一出局"
"221","82","8上","第八棒","NA","NA","NA","二出局","兄弟(4)","(2)桃猿","陳家駒","","三振","0","2.第八棒陳家駒:揮棒落空，三振，二出局"
"221","83","8上","第九棒","NA","NA","NA","三出局","兄弟(4)","(2)桃猿","陳偉漢","","三振","0","3.第九棒陳偉漢:揮棒落空，三振，三出局兄弟(4):(2)桃猿"
"221","84","8下","","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","","","","0","8下"
"221","85","8下","","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","","","","0","兄弟更換守備:投手，陳鴻文；C，陳家駒；2B，陳江和"
"221","86","8下","第二棒","NA","NA","NA","一出局","兄弟(4)","(2)桃猿","余德龍","內","刺殺","0","1.第二棒余德龍:內野滾地球，3B傳向一壘刺殺，一出局"
"221","87","8下","第三棒","NA","NA","NA","二出局","兄弟(4)","(2)桃猿","林智勝","","三振","0","2.第三棒林智勝:揮棒落空，三振，二出局"
"221","88","8下","第四棒","NA","NA","NA","三出局","兄弟(4)","(2)桃猿","林泓育","","三振","0","3.第四棒林泓育:揮棒落空，三振，三出局兄弟(4):(2)桃猿"
"221","89","9上","","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","","","","0","9上"
"221","90","9上","","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","","","","0","桃猿更換投手:黃偉晟"
"221","91","9上","第一棒","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","張正偉","","保送","0","1.第一棒張正偉:四壞球保送"
"221","92","9上","第二棒","NA","NA","NA","一出局","兄弟(4)","(2)桃猿","王勝偉","","投手暴投犧牲短打","0","2.第二棒王勝偉:犧牲短打，一出局，跑者上二壘投手暴投，跑者上三壘"
"221","93","9上","第三棒","NA","NA","NA","一出局","兄弟(4)","(2)桃猿","張志豪","","保送盜壘","0","3.第三棒張志豪:四壞球保送，分占一、三壘一壘跑者盜壘成功，分占二、三壘"
"221","94","9上","第四棒","NA","NA","NA","二出局","兄弟(4)","(2)桃猿","彭政閔","","三振","0","4.第四棒彭政閔:揮棒落空，三振，二出局"
"221","95","9上","第五棒","NA","NA","NA","二出局","兄弟(4)","(2)桃猿","周思齊","","保送","0","5.第五棒周思齊:敬遠四壞球保送，滿壘"
"221","96","9上","第六棒","NA","NA","NA","三出局","兄弟(4)","(2)桃猿","黃仕豪","內","刺殺","0","6.第六棒黃仕豪:內野滾地球，SS傳向一壘刺殺，三出局兄弟(4):(2)桃猿"
"221","97","9下","","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","","","","0","9下"
"221","98","9下","","NA","NA","NA","零出局","兄弟(4)","(2)桃猿","","左","","0","兄弟更換守備:投手，湯尼；LF，簡富智"
"221","99","9下","第五棒","NA","NA","NA","一出局","兄弟(4)","(2)桃猿","蔡建偉","內","接殺","0","1.第五棒蔡建偉:內野平飛球，SS接殺，一出局"
"221","100","9下","第六棒","NA","NA","NA","二出局","兄弟(4)","(2)桃猿","陳金鋒","中","接殺","0","2.第六棒陳金鋒:外野飛球，CF接殺，二出局"
"221","101","9下","第七棒","NA","NA","NA","三出局","兄弟(4)","(2)桃猿","石志偉","內","刺殺","0","3.第七棒石志偉:內野滾地球，SS傳向一壘刺殺，三出局比賽結束，兄弟(4):(2)桃猿"
"222","1","1上","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","1上"
"222","2","1上","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","0","義大先發投手黃勝雄"
"222","3","1上","第一棒","NA","NA","NA","一出局","統一(0)","(0)義大","林志祥","內","刺殺","0","1.第一棒2B林志祥:二壘方向滾地球遭到刺殺，一出局"
"222","4","1上","第二棒","NA","NA","NA","二出局","統一(0)","(0)義大","唐肇廷","左","接殺","0","2.第二棒CF唐肇廷:左外野飛球遭到接殺，二出局"
"222","5","1上","第三棒","NA","NA","NA","二出局","統一(0)","(0)義大","劉芙豪","中","穿越安打穿越安打","0","3.第三棒RF劉芙豪:中間方向穿越安打上一壘"
"222","6","1上","第四棒","NA","NA","NA","三出局","統一(0)","(0)義大","張泰山","","三振","0","4.第四棒DH張泰山:遭到三振，三出局統一(0):(0)義大"
"222","7","1下","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","1","1下"
"222","8","1下","","NA","NA","NA","零出局","統一(0)","(0)義大","","","","1","統一畢爾"
"222","9","1下","第一棒","NA","NA","NA","一出局","統一(0)","(0)義大","張建銘","","三振","1","1.第一棒RF張建銘:遭到三振，一出局"
"222","10","1下","第二棒","NA","NA","NA","一出局","統一(0)","(0)義大","胡金龍","中","","1","2.第二棒LF胡金龍:中外野深遠安打上三壘"
"222","11","1下","第三棒","NA","NA","NA","一出局","統一(0)","(0)義大","林益全","內","內野安打","1","3.第三棒1B林益全:投手前反彈球形成內野安打，一三壘有人"
"222","12","1下","第四棒","NA","NA","NA","一出局","統一(0)","(1)義大","高國輝","右","","1","4.第四棒DH高國輝:右外野落地安打，送回三壘跑者，帶有一分打點，仍為一三壘有人統一(0):(1)義大"
"222","13","1下","第五棒","NA","NA","NA","三出局","統一(0)","(1)義大","方克偉","左","刺殺封殺雙殺","1","5.第五棒C方克偉:游擊方向滾地球傳二壘封殺跑者，再傳一壘刺殺打者形成雙殺，三出局統一(0):(1)義大"
"222","14","2上","","NA","NA","NA","零出局","統一(0)","(1)義大","","","","0","2上"
"222","15","2上","第五棒","NA","NA","NA","一出局","統一(0)","(1)義大","陳鏞基","左","刺殺","0","1.第五棒3B陳鏞基:游擊方向滾地球遭到刺殺，一出局"
"222","16","2上","第六棒","NA","NA","NA","一出局","統一(0)","(1)義大","鄧志偉","","保送","0","2.第六棒1B鄧志偉:獲得四壞球保送上一壘"
"222","17","2上","第七棒","NA","NA","NA","二出局","統一(0)","(1)義大","郭俊佑","","三振","0","3.第七棒LF郭俊佑:遭到三振，二出局"
"222","18","2上","第八棒","NA","NA","NA","三出局","統一(0)","(1)義大","","","盜壘失敗","0","4.第八棒C高志綱打擊時，一壘跑者鄧志偉盜二壘失敗，三出局統一(0):(1)義大"
"222","19","2下","","NA","NA","NA","零出局","統一(0)","(1)義大","","","","0","2下"
"222","20","2下","第六棒","NA","NA","NA","一出局","統一(0)","(1)義大","鄭兆行","右","接殺","0","1.第六棒3B鄭兆行:右外野飛球遭到接殺，一出局"
"222","21","2下","第七棒","NA","NA","NA","一出局","統一(0)","(1)義大","張詠漢","","穿越安打穿越安打","0","2.第七棒CF張詠漢:二游間穿越安打上一壘"
"222","22","2下","第八棒","NA","NA","NA","三出局","統一(0)","(1)義大","陳凱倫","內","刺殺封殺雙殺","0","3.第八棒2B陳凱倫:二壘方向滾地球傳二壘封殺跑者，再傳一壘刺殺打者形成雙殺，三出局統一(0):(1)義大"
"222","23","3上","","NA","NA","NA","零出局","統一(0)","(1)義大","","","","0","3上"
"222","24","3上","第八棒","NA","NA","NA","一出局","統一(0)","(1)義大","高志綱","","三振","0","1.第八棒C高志綱:遭到三振，一出局"
"222","25","3上","第九棒","NA","NA","NA","一出局","統一(0)","(1)義大","黃恩賜","","保送","0","2.第九棒SS黃恩賜:獲得四壞球保送上一壘"
"222","26","3上","第一棒","NA","NA","NA","二出局","統一(0)","(1)義大","林志祥","內","刺殺","0","3.第一棒2B林志祥:三壘方向滾地球遭到刺殺，二出局，一壘跑者先起跑上到二壘二棒打擊時二壘跑者靠投手犯規上三壘"
"222","27","3上","第二棒","NA","NA","NA","三出局","統一(0)","(1)義大","唐肇廷","內","接殺","0","4.第二棒CF唐肇廷:二壘方向平飛球遭接殺，三出局統一(0):(1)義大"
"222","28","3下","","NA","NA","NA","零出局","統一(0)","(1)義大","","","","0","3下"
"222","29","3下","","NA","NA","NA","零出局","統一(0)","(1)義大","","","","0","統一更換3B為高國慶陳鏞基退場"
"222","30","3下","第九棒","NA","NA","NA","零出局","統一(0)","(1)義大","林瑋恩","右","","0","1.第九棒SS林瑋恩:右外野方向安打，一壘有人"
"222","31","3下","第一棒","NA","NA","NA","一出局","統一(0)","(1)義大","張建銘","內","封殺","0","2.第一棒RF張建銘:三壘方向滾地球傳二壘封殺跑者，一出局，打者靠野手選擇上一壘"
"222","32","3下","第二棒","NA","NA","NA","二出局","統一(0)","(1)義大","胡金龍","","三振","0","3.第二棒LF胡金龍:遭到三振，二出局"
"222","33","3下","第三棒","NA","NA","NA","三出局","統一(0)","(1)義大","林益全","","刺殺","0","4.第三棒1B林益全:二壘方向反彈球遭到刺殺，三出局統一(0):(1)義大"
"222","34","4上","","NA","NA","NA","零出局","統一(0)","(1)義大","","","","3","4上"
"222","35","4上","第三棒","NA","NA","NA","一出局","統一(0)","(1)義大","劉芙豪","左","刺殺","3","1.第三棒RF劉芙豪:游擊方向滾地球遭到刺殺，一出局"
"222","36","4上","第四棒","NA","NA","NA","二出局","統一(0)","(1)義大","張泰山","內","刺殺","3","2.第四棒DH張泰山:三壘方向滾地球遭到刺殺，二出局"
"222","37","4上","第五棒","NA","NA","NA","二出局","統一(0)","(1)義大","高國慶","右","","3","3.第五棒3B高國慶:右外野方向安打上一壘"
"222","38","4上","第六棒","NA","NA","NA","二出局","統一(0)","(1)義大","鄧志偉","","穿越安打穿越安打","3","4.第六棒1B鄧志偉:二壘方向穿越安打，一三壘有人"
"222","39","4上","第七棒","NA","NA","NA","二出局","統一(2)","(1)義大","郭俊佑","右","","3","5.第七棒LF郭俊佑:右外野深遠安打上二壘，壘上跑者全清回，帶有兩分打點統一(2):(1)義大"
"222","40","4上","第八棒","NA","NA","NA","二出局","統一(3)","(1)義大","高志綱","左","二壘安打","3","6.第八棒C高志綱:左外野二壘安打，送回二壘跑者，帶有一分打點統一(3):(1)義大"
"222","41","4上","第九棒","NA","NA","NA","三出局","統一(3)","(1)義大","黃恩賜","右","接殺","3","7.第九棒SS黃恩賜:右外野飛球遭到接殺，三出局統一(3):(1)義大"
"222","42","4下","","NA","NA","NA","零出局","統一(3)","(1)義大","","","","1","4下"
"222","43","4下","第四棒","NA","NA","NA","一出局","統一(3)","(1)義大","高國輝","","三振","1","1.第四棒DH高國輝:遭到三振，一出局"
"222","44","4下","第五棒","NA","NA","NA","二出局","統一(3)","(1)義大","方克偉","","三振","1","2.第五棒C方克偉:遭到三振，二出局"
"222","45","4下","第六棒","NA","NA","NA","二出局","統一(3)","(1)義大","鄭兆行","左","","1","3.第六棒3B鄭兆行:左外野深遠安打上二壘"
"222","46","4下","第七棒","NA","NA","NA","二出局","統一(3)","(2)義大","張詠漢","左","平飛安打","1","4.第七棒CF張詠漢:左外野平飛安打上一壘，送回二壘跑者，帶有一分打點統一(3):(2)義大"
"222","47","4下","第八棒","NA","NA","NA","三出局","統一(3)","(2)義大","陳凱倫","左","刺殺","1","5.第八棒2B陳凱倫:游擊方向滾地球遭到刺殺，三出局統一(3):(2)義大"
"222","48","5上","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","5上"
"222","49","5上","第一棒","NA","NA","NA","零出局","統一(3)","(2)義大","林志祥","","失誤","0","1.第一棒2B林志祥:(1)B方向滾地球接球時失誤上一壘"
"222","50","5上","第二棒","NA","NA","NA","一出局","統一(3)","(2)義大","唐肇廷","","三振","0","2.第二棒CF唐肇廷:遭到三振，一出局"
"222","51","5上","第三棒","NA","NA","NA","二出局","統一(3)","(2)義大","劉芙豪","左","接殺","0","3.第三棒RF劉芙豪:左外野飛球遭到接殺，二出局"
"222","52","5上","第四棒","NA","NA","NA","三出局","統一(3)","(2)義大","張泰山","左","封殺","0","4.第四棒DH張泰山:游擊方向反彈球傳二壘封殺跑者，三出局統一(3):(2)義大"
"222","53","5下","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","5下"
"222","54","5下","第九棒","NA","NA","NA","一出局","統一(3)","(2)義大","林瑋恩","內","刺殺","0","1.第九棒SS林瑋恩:二壘方向滾地球遭到刺殺，一出局"
"222","55","5下","第一棒","NA","NA","NA","二出局","統一(3)","(2)義大","張建銘","內","接殺","0","2.第一棒RF張建銘:一壘方向平飛球遭到接殺，二出局"
"222","56","5下","第二棒","NA","NA","NA","二出局","統一(3)","(2)義大","胡金龍","左","","0","3.第二棒LF胡金龍:左外野方向安打，一壘有人"
"222","57","5下","第三棒","NA","NA","NA","三出局","統一(3)","(2)義大","林益全","右","接殺","0","4.第三棒1B林益全:右外野飛球遭到接殺，三出局統一(3):(2)義大"
"222","58","6上","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","6上"
"222","59","6上","第五棒","NA","NA","NA","零出局","統一(3)","(2)義大","高國慶","","保送","0","1.第五棒3B高國慶:獲得四壞球保送上一壘"
"222","60","6上","第六棒","NA","NA","NA","一出局","統一(3)","(2)義大","鄧志偉","","接殺","0","2.第六棒1B鄧志偉:SS後分高飛球遭到接殺，一出局"
"222","61","6上","第七棒","NA","NA","NA","三出局","統一(3)","(2)義大","郭俊佑","左","刺殺封殺雙殺","0","3.第七棒LF郭俊佑:游擊方向反彈球傳二壘封殺跑者，再傳一壘刺殺打者形成?雙殺，三出局統一(3):(2)義大"
"222","62","6下","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","6下"
"222","63","6下","第四棒","NA","NA","NA","一出局","統一(3)","(2)義大","高國輝","","三振","0","1.第四棒DH高國輝:遭到三振，一出局"
"222","64","6下","第五棒","NA","NA","NA","二出局","統一(3)","(2)義大","方克偉","內","刺殺","0","2.第五棒C方克偉:三壘方向滾地球遭到刺殺，二出局"
"222","65","6下","第六棒","NA","NA","NA","三出局","統一(3)","(2)義大","鄭兆行","右","接殺","0","3.第六棒3B鄭兆行:右外野飛球遭到接殺，三出局統一(3):(2)義大"
"222","66","7上","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","7上"
"222","67","7上","","NA","NA","NA","零出局","統一(3)","(2)義大","","","","0","義大更換投手為黃柏揚"
